data_type,N,D,p,data_seed,train_seed,n_components,n_prototypes_kept,n_items_kept,n_items_dropped,rsa_optB_spearman,rsa_optB_pearson,trustworthiness,continuity,cka,mqe,condition_id
manifold,500,100,40,1,1007,1,40,500,0,0.7402609804751117,0.7593846026004254,0.9528707317073171,0.9284715447154471,0.6481966690378137,10.569479701230952,manifold_N500_D100_p40
manifold,500,100,40,1,1008,1,40,500,0,0.7473335283595237,0.7676162918133986,0.9525715447154471,0.928380487804878,0.6439987721829792,10.49892151422389,manifold_N500_D100_p40
manifold,500,100,40,1,1009,1,40,500,0,0.733577713446519,0.753940089939877,0.9481252032520325,0.9268040650406504,0.622456523960066,10.467315216358008,manifold_N500_D100_p40
manifold,500,784,40,2,2000,1,40,500,0,0.7036085097982414,0.7274600056986193,0.9500406504065041,0.9268739837398374,0.5802946185829345,30.936944480778866,manifold_N500_D784_p40
manifold,500,784,40,2,2001,1,40,500,0,0.6987133303699924,0.7215063707780045,0.949030081300813,0.9289796747967479,0.6207772507185415,31.514560629750065,manifold_N500_D784_p40
manifold,500,784,40,2,2002,1,40,500,0,0.7058924842146406,0.7271112448084278,0.9520634146341463,0.9250756097560976,0.5720097560467718,30.735102272115103,manifold_N500_D784_p40
manifold,500,784,40,2,2003,1,40,500,0,0.6960835071855115,0.7183639986250822,0.9495780487804878,0.9269585365853659,0.6039999417238092,30.803911741584376,manifold_N500_D784_p40
manifold,500,784,40,2,2004,1,40,500,0,0.711845636382062,0.7344469806757155,0.9473626016260163,0.9292268292682927,0.5873086207668905,31.113686034640452,manifold_N500_D784_p40
manifold,500,784,40,2,2005,1,40,500,0,0.7249354155957924,0.7461228178407036,0.9537869918699187,0.932639837398374,0.6032764574309102,30.747742660859302,manifold_N500_D784_p40
manifold,500,784,40,2,2006,1,40,500,0,0.7072910124555551,0.7306379994709674,0.9486560975609756,0.932179674796748,0.6180787543003644,30.994060167621022,manifold_N500_D784_p40
manifold,500,784,40,2,2007,1,40,500,0,0.7072328373686121,0.7299723768670586,0.95269918699187,0.9326609756097561,0.6112861092438324,31.02211029263242,manifold_N500_D784_p40
manifold,500,784,40,2,2008,1,40,500,0,0.7004810290022062,0.7239934941120408,0.9487934959349593,0.9294658536585366,0.6157152991586711,30.82424694786807,manifold_N500_D784_p40
manifold,500,784,40,2,2009,1,40,500,0,0.696216194749183,0.7217503303430031,0.9479260162601626,0.9305048780487805,0.614474543348848,30.77978115318418,manifold_N500_D784_p40
manifold,1000,10,40,3,3000,1,40,1000,0,0.8431460467829373,0.8600845462722466,0.9464415322580645,0.9473983870967742,0.7678766488105765,2.542677822248048,manifold_N1000_D10_p40
manifold,1000,10,40,3,3001,1,40,1000,0,0.8461601155366854,0.8630390087237663,0.9462538306451613,0.9484901209677419,0.7562787146955745,2.570798496229593,manifold_N1000_D10_p40
manifold,1000,10,40,3,3002,1,40,1000,0,0.8387023102451138,0.8562824284599531,0.9473429435483871,0.9441120967741935,0.7467040675811176,2.5556371612791744,manifold_N1000_D10_p40
manifold,1000,10,40,3,3003,1,40,1000,0,0.8393758626961164,0.856143117570681,0.9467120967741935,0.9459397177419355,0.766663700065755,2.557563725183733,manifold_N1000_D10_p40
manifold,1000,10,40,3,3004,1,40,1000,0,0.845646861265718,0.8625522910348842,0.9479300403225807,0.9466391129032258,0.756499807747386,2.552022153651763,manifold_N1000_D10_p40
manifold,1000,10,40,3,3005,1,40,1000,0,0.8414731771894608,0.8573944366704184,0.9493637096774193,0.9423679435483872,0.7551290592608862,2.547329584201665,manifold_N1000_D10_p40
manifold,1000,10,40,3,3006,1,40,1000,0,0.8367686733467735,0.855889111281927,0.9446522177419355,0.9448215725806451,0.7608592846876161,2.567685025554337,manifold_N1000_D10_p40
manifold,1000,10,40,3,3007,1,40,1000,0,0.8358513418861492,0.8540682176399034,0.9456316532258064,0.9458183467741935,0.7699201591084374,2.5547755092541737,manifold_N1000_D10_p40
manifold,1000,10,40,3,3008,1,40,1000,0,0.8395960094179119,0.8574881905886004,0.9449441532258065,0.9458324596774194,0.765987172449292,2.573683181858767,manifold_N1000_D10_p40
manifold,1000,10,40,3,3009,1,40,1000,0,0.8484539194301479,0.8657728515790679,0.9432911290322581,0.9474784274193548,0.7631830425981089,2.573759829204001,manifold_N1000_D10_p40
manifold,1000,100,40,4,4000,1,40,1000,0,0.7376313750178586,0.7584194798912908,0.9412266129032258,0.9276792338709677,0.5584296373818243,11.444257387831342,manifold_N1000_D100_p40
manifold,1000,100,40,4,4001,1,40,1000,0,0.7369541629333829,0.7587543450720706,0.9419993951612903,0.9260868951612903,0.5432539661791572,11.482721584872044,manifold_N1000_D100_p40
manifold,1000,100,40,4,4002,1,40,1000,0,0.7374608540311677,0.7590977556889623,0.9435346774193548,0.9316596774193548,0.5709077300507808,11.455864132240583,manifold_N1000_D100_p40
manifold,1000,100,40,4,4003,1,40,1000,0,0.7268363459691268,0.749975178749302,0.940926814516129,0.9280481854838709,0.5785024287296515,11.449087536411142,manifold_N1000_D100_p40
manifold,1000,100,40,4,4004,1,40,1000,0,0.7365933414593097,0.7574455291632672,0.9412397177419355,0.9297415322580646,0.5619765009565902,11.498223703289305,manifold_N1000_D100_p40
manifold,1000,100,40,4,4005,1,40,1000,0,0.7436431296636301,0.7653639941913317,0.9426608870967742,0.9322185483870968,0.5830095172548535,11.467581472819282,manifold_N1000_D100_p40
manifold,1000,100,40,4,4006,1,40,1000,0,0.7333704040689552,0.7563598446404255,0.9411929435483871,0.93171875,0.5896987364645471,11.444413140070138,manifold_N1000_D100_p40
manifold,1000,100,40,4,4007,1,40,1000,0,0.7349920209270183,0.7582107176564612,0.9407463709677419,0.9349481854838709,0.5933538241574362,11.429644172137229,manifold_N1000_D100_p40
manifold,1000,100,40,4,4008,1,40,1000,0,0.7453777846316841,0.7657688210090999,0.9405358870967742,0.9306554435483871,0.561850659225419,11.557577630953404,manifold_N1000_D100_p40
manifold,1000,100,40,4,4009,1,40,1000,0,0.7375883498506682,0.7587353681516891,0.9398328629032258,0.9327762096774194,0.5719279083858039,11.476913558239376,manifold_N1000_D100_p40
manifold,1000,784,40,5,5000,1,40,1000,0,0.7049961847690218,0.7260086945498415,0.9419058467741935,0.9347022177419355,0.6204376523652329,32.46999919742782,manifold_N1000_D784_p40
manifold,1000,784,40,5,5001,1,40,1000,0,0.7030268013850008,0.7225721711045516,0.9434427419354838,0.9307133064516129,0.6159446789716846,32.678893225781664,manifold_N1000_D784_p40
manifold,1000,784,40,5,5002,1,40,1000,0,0.7136236709815627,0.7310038014450161,0.9424397177419355,0.9322145161290323,0.6281714733814079,32.73767819383924,manifold_N1000_D784_p40
manifold,1000,784,40,5,5003,1,40,1000,0,0.6987408000069472,0.7211159978344203,0.937927620967742,0.9358314516129033,0.6258663592479046,32.86570659828864,manifold_N1000_D784_p40
manifold,1000,784,40,5,5004,1,40,1000,0,0.722044138144423,0.741348536893353,0.942252620967742,0.9344550403225806,0.6153068618081846,32.33017962929269,manifold_N1000_D784_p40
manifold,1000,784,40,5,5005,1,40,1000,0,0.7157466477703337,0.7343624274222607,0.944316935483871,0.9333927419354838,0.6196480600519023,32.529139467861036,manifold_N1000_D784_p40
manifold,1000,784,40,5,5006,1,40,1000,0,0.7131143907497282,0.7317661044626532,0.9416459677419355,0.9318756048387097,0.6213870977311675,32.62260097042628,manifold_N1000_D784_p40
manifold,1000,784,40,5,5007,1,40,1000,0,0.6976017818381905,0.7190943096483193,0.9423078629032258,0.9348737903225807,0.6344546278825762,32.63357575494026,manifold_N1000_D784_p40
manifold,1000,784,40,5,5008,1,40,1000,0,0.6987170202622728,0.7194966028672255,0.9402348790322581,0.9328260080645161,0.6119554300394913,32.74074642062919,manifold_N1000_D784_p40
manifold,1000,784,40,5,5009,1,40,1000,0,0.7045522786778684,0.7237021049240729,0.9408056451612903,0.93199375,0.617951663918976,32.79569752336036,manifold_N1000_D784_p40
manifold,2000,10,40,6,6000,1,40,2000,0,0.8496295708495808,0.8681634582261688,0.9454545180722892,0.951342218875502,0.7344724147993525,3.323684207719929,manifold_N2000_D10_p40
manifold,2000,10,40,6,6001,1,40,2000,0,0.8505423281839333,0.8692963787247701,0.9474793674698795,0.9515802710843373,0.7434192404078895,3.319656801007389,manifold_N2000_D10_p40
manifold,2000,10,40,6,6002,1,40,2000,0,0.8485751010413304,0.8676563661769799,0.9468123493975904,0.9527725401606426,0.7473730618874911,3.3131475166940074,manifold_N2000_D10_p40
manifold,2000,10,40,6,6003,1,40,2000,0,0.8546427170867517,0.8737563011801811,0.9472357429718875,0.9511151606425703,0.7232634030252854,3.317142634793125,manifold_N2000_D10_p40
manifold,2000,10,40,6,6004,1,40,2000,0,0.8499358848983524,0.8689270545615626,0.9476417670682731,0.950672640562249,0.7313816111723631,3.3042380691362925,manifold_N2000_D10_p40
manifold,2000,10,40,6,6005,1,40,2000,0,0.8555999818228572,0.8735922263501614,0.945280170682731,0.9521198795180723,0.7299805069257532,3.3146742189239773,manifold_N2000_D10_p40
manifold,2000,10,40,6,6006,1,40,2000,0,0.8554262616212619,0.8739706933557906,0.9474332831325302,0.9488100903614458,0.7290617287408395,3.29778291312624,manifold_N2000_D10_p40
manifold,2000,10,40,6,6007,1,40,2000,0,0.8476153268322433,0.8685309093559327,0.9447231425702811,0.9539709337349398,0.7600471175900787,3.3360613177723937,manifold_N2000_D10_p40
manifold,2000,10,40,6,6008,1,40,2000,0,0.8495185705590775,0.8693777964568924,0.946171937751004,0.9523994979919679,0.7554203053274218,3.3244052259425434,manifold_N2000_D10_p40
manifold,2000,10,40,6,6009,1,40,2000,0,0.8538344185175591,0.8733141801404294,0.9463668172690763,0.9523692269076305,0.7447996695867126,3.323898057260935,manifold_N2000_D10_p40
manifold,2000,100,40,7,7000,1,40,2000,0,0.7315099818237439,0.7491852476034038,0.937490562248996,0.9361054718875502,0.6110601194105946,11.900605002025006,manifold_N2000_D100_p40
manifold,2000,100,40,7,7001,1,40,2000,0,0.7392394401940862,0.7576315677258332,0.9396945281124498,0.9353850903614458,0.5969056168192441,11.863768587714095,manifold_N2000_D100_p40
manifold,2000,100,40,7,7002,1,40,2000,0,0.7374206131899719,0.7552647606323297,0.9414349899598393,0.9406072289156626,0.6211426631102221,11.83526373056721,manifold_N2000_D100_p40
manifold,2000,100,40,7,7003,1,40,2000,0,0.7324591043471222,0.7506417186848884,0.9364987449799197,0.9378079819277109,0.6072422951519679,11.96217555109807,manifold_N2000_D100_p40
manifold,2000,100,40,7,7004,1,40,2000,0,0.7234174939170728,0.7424456861941023,0.9338718373493976,0.9376430220883534,0.620806802407769,11.974462799081676,manifold_N2000_D100_p40
manifold,2000,100,40,7,7005,1,40,2000,0,0.7307245365728059,0.7501573282691246,0.9354317269076305,0.9384310742971887,0.6048167399031497,11.889094600413323,manifold_N2000_D100_p40
manifold,2000,100,40,7,7006,1,40,2000,0,0.7374424093917283,0.7564841284615669,0.9381959337349397,0.9389571787148594,0.5941661890280069,11.920954685707668,manifold_N2000_D100_p40
manifold,2000,100,40,7,7007,1,40,2000,0,0.7397415054745384,0.7585798267515376,0.9373971887550201,0.9377114959839358,0.6026249380787755,11.91897520908962,manifold_N2000_D100_p40
manifold,2000,100,40,7,7008,1,40,2000,0,0.7306328521234021,0.748873811568814,0.9378506024096386,0.9373779618473895,0.618170882186748,11.87059011217051,manifold_N2000_D100_p40
manifold,2000,100,40,7,7009,1,40,2000,0,0.7408418228355743,0.7594626292278194,0.9385178212851406,0.9400742469879518,0.599858791411011,11.866707107945746,manifold_N2000_D100_p40
manifold,2000,784,40,8,8000,1,40,2000,0,0.7093201056047594,0.7301986433342308,0.9392968875502008,0.9398336847389558,0.5825278551628871,33.150958402674874,manifold_N2000_D784_p40
manifold,2000,784,40,8,8001,1,40,2000,0,0.7134089285069097,0.7339057223682834,0.9398522590361446,0.9434156124497992,0.597369232991962,33.272224016250135,manifold_N2000_D784_p40
manifold,2000,784,40,8,8002,1,40,2000,0,0.7175076712477653,0.7385697120641255,0.9356173694779116,0.9406732429718876,0.5793665755998598,33.29126311546183,manifold_N2000_D784_p40
manifold,2000,784,40,8,8003,1,40,2000,0,0.711404625091262,0.7330606221276115,0.9384054718875502,0.9397212851405623,0.5872251847249609,33.376524908751605,manifold_N2000_D784_p40
manifold,2000,784,40,8,8004,1,40,2000,0,0.7140902370677079,0.7353789896844445,0.938268875502008,0.9413664156626506,0.5913137086872459,33.10379137146277,manifold_N2000_D784_p40
manifold,2000,784,40,8,8005,1,40,2000,0,0.7061529755498476,0.7275421999743347,0.9342129518072289,0.9393421686746988,0.5992587745216243,33.488729496978415,manifold_N2000_D784_p40
manifold,2000,784,40,8,8006,1,40,2000,0,0.7058928455906225,0.72702841484524,0.9385197289156626,0.9425081827309237,0.5995475214557506,33.072296659141045,manifold_N2000_D784_p40
manifold,2000,784,40,8,8007,1,40,2000,0,0.7179940697692724,0.7385580556143485,0.9398055220883534,0.9419496485943775,0.5924906404755974,33.116435865740584,manifold_N2000_D784_p40
manifold,2000,784,40,8,8008,1,40,2000,0,0.7216115568443765,0.7413143495481958,0.9364620983935743,0.9422216867469879,0.5668469548446171,33.28324805308686,manifold_N2000_D784_p40
manifold,2000,784,40,8,8009,1,40,2000,0,0.7100204831161737,0.7317757370275727,0.9380392068273092,0.9401411144578313,0.5928044932664002,33.20969898763025,manifold_N2000_D784_p40
manifold,5000,10,40,9,9000,1,40,5000,0,0.8559959103570676,0.8744376807021221,0.9476248157051282,0.9569364983974359,0.7206716580649002,2.964980735860278,manifold_N5000_D10_p40
manifold,5000,10,40,9,9001,1,40,5000,0,0.8561794644265189,0.87479379394231,0.9461954006410256,0.9605969471153846,0.7293669966072474,2.9786876524711157,manifold_N5000_D10_p40
manifold,5000,10,40,9,9002,1,40,5000,0,0.8570933166729161,0.874452932561297,0.9455520272435898,0.9616744230769231,0.7243056194952099,2.9680124173793834,manifold_N5000_D10_p40
manifold,5000,10,40,9,9003,1,40,5000,0,0.8572192690444795,0.8751886135215399,0.9487599198717949,0.9592440705128205,0.7212382891265704,2.9567022419768545,manifold_N5000_D10_p40
manifold,5000,10,40,9,9004,1,40,5000,0,0.8583107797250439,0.8749743050055588,0.9449310576923077,0.9604220753205128,0.7277505738226491,2.9732978774574343,manifold_N5000_D10_p40
manifold,5000,10,40,9,9005,1,40,5000,0,0.8561056861466279,0.8753333983950828,0.9490857131410256,0.9601081330128205,0.7307205096847076,2.9558935618357665,manifold_N5000_D10_p40
manifold,5000,10,40,9,9006,1,40,5000,0,0.8530979224752586,0.8720260354478659,0.9500570592948718,0.959319046474359,0.7246625251014335,2.9554351771625353,manifold_N5000_D10_p40
manifold,5000,10,40,9,9007,1,40,5000,0,0.8572987125768934,0.8765128984231617,0.9491750400641026,0.9588499599358974,0.7112963612273868,2.9605089465636936,manifold_N5000_D10_p40
manifold,5000,10,40,9,9008,1,40,5000,0,0.8593571982212677,0.8768526634275883,0.9481712740384616,0.9611914102564103,0.7175841333009063,2.9577493412714575,manifold_N5000_D10_p40
manifold,5000,10,40,9,9009,1,40,5000,0,0.8587926328403841,0.8767065563792313,0.9477795432692308,0.9609678365384615,0.7286682008270897,2.957135407713904,manifold_N5000_D10_p40
manifold,5000,100,40,10,10000,1,40,5000,0,0.7261953654543585,0.7475414752883183,0.933681875,0.9475741826923076,0.6143944659532057,11.936244824320992,manifold_N5000_D100_p40
manifold,5000,100,40,10,10001,1,40,5000,0,0.7340225068979233,0.7560333621701507,0.9357142067307692,0.9483539743589744,0.6080474922901028,11.842955058788686,manifold_N5000_D100_p40
manifold,5000,100,40,10,10002,1,40,5000,0,0.739656650949265,0.7611051936680686,0.9370158173076923,0.9470822516025641,0.6077886638365853,11.84671829732015,manifold_N5000_D100_p40
manifold,5000,100,40,10,10003,1,40,5000,0,0.7337254661507864,0.7549726237347687,0.9370705689102564,0.9510222676282051,0.6199979595981898,11.850515927499707,manifold_N5000_D100_p40
manifold,5000,100,40,10,10004,1,40,5000,0,0.7317987671195172,0.751310087510856,0.9359805288461538,0.9475118189102564,0.6073162889410121,11.895205605032132,manifold_N5000_D100_p40
manifold,5000,100,40,10,10005,1,40,5000,0,0.7311709988356007,0.7529237167458696,0.9317827884615385,0.9497752724358974,0.6066263994999173,11.89806604783062,manifold_N5000_D100_p40
manifold,5000,100,40,10,10006,1,40,5000,0,0.7358600213166854,0.7555433437638481,0.9345246474358975,0.9481714743589743,0.5925391873295801,11.866529523593305,manifold_N5000_D100_p40
manifold,5000,100,40,10,10007,1,40,5000,0,0.7249055186340397,0.7464941458612779,0.933568453525641,0.9468195673076923,0.6119349944871878,11.916464633217446,manifold_N5000_D100_p40
manifold,5000,100,40,10,10008,1,40,5000,0,0.7307835797870774,0.7529090528656446,0.933800905448718,0.9491268189102564,0.5998473278566829,11.849172301762078,manifold_N5000_D100_p40
manifold,5000,100,40,10,10009,1,40,5000,0,0.7270814976502519,0.7478349570356938,0.9352152003205129,0.9476181971153846,0.6062083415656495,11.887031075894782,manifold_N5000_D100_p40
manifold,5000,784,40,11,11000,1,40,5000,0,0.707597724721046,0.7279660488414741,0.9330786538461538,0.9485579967948718,0.5773996925450392,33.307344541371904,manifold_N5000_D784_p40
manifold,5000,784,40,11,11001,1,40,5000,0,0.7144796588731972,0.733946547751899,0.9346929407051282,0.9507385977564102,0.57750496128327,33.20885017005195,manifold_N5000_D784_p40
manifold,5000,784,40,11,11002,1,40,5000,0,0.7114580964980372,0.7316921054604604,0.9340299118589743,0.9488424599358974,0.5727435720980507,33.18120108723409,manifold_N5000_D784_p40
manifold,5000,784,40,11,11003,1,40,5000,0,0.7100033967726053,0.7292172830051212,0.9351943108974359,0.9483173958333333,0.5795380635409423,33.15155990527142,manifold_N5000_D784_p40
manifold,5000,784,40,11,11004,1,40,5000,0,0.7033366442903025,0.7231178373355155,0.9337807131410256,0.9522932131410257,0.5956886848399814,33.271828712232946,manifold_N5000_D784_p40
manifold,5000,784,40,11,11005,1,40,5000,0,0.6955036995678098,0.7167067246310055,0.9320372676282052,0.9517905128205129,0.5991078560045152,33.30511373780819,manifold_N5000_D784_p40
manifold,5000,784,40,11,11006,1,40,5000,0,0.7072783301850417,0.727245766794931,0.9321631169871795,0.9500354166666667,0.5850729552436428,33.4283784035909,manifold_N5000_D784_p40
manifold,5000,784,40,11,11007,1,40,5000,0,0.7017379223583707,0.7220744304591241,0.9332130769230769,0.948733798076923,0.591932314538586,33.27238842854856,manifold_N5000_D784_p40
manifold,5000,784,40,11,11008,1,40,5000,0,0.7183277189416516,0.7360766125772796,0.9360806971153846,0.9497584294871795,0.5627129507968358,33.16339950591823,manifold_N5000_D784_p40
manifold,5000,784,40,11,11009,1,40,5000,0,0.714664761970037,0.7339861825304521,0.9335819070512821,0.9500452243589743,0.574755565790619,33.171241757955194,manifold_N5000_D784_p40
